Title="THE RESIDUAL"
Variables=
"iter"
"averageRes"
"maxRes"
"maxResCoorX"
"maxResCoorY"
"maxResCoorZ"
"maxResVariable"
"WallTime"
1          5.00276e-03    9.00421e-02    5.15431e-01    6.16576e-02    0.00000e+00    0    1.79000e-01
10         3.78498e-04    4.85957e-03    5.02892e-01    6.20415e-02    0.00000e+00    0    1.23800e+00
20         1.50083e-04    1.24460e-03    3.19558e-01    -5.87557e-02    0.00000e+00    0    2.12700e+00
30         8.69330e-05    1.06451e-03    -2.67552e-04    -1.05186e-03    0.00000e+00    0    3.13300e+00
40         7.80178e-05    1.25092e-03    -3.84833e-03    -1.40926e-03    0.00000e+00    0    4.96100e+00
50         7.83851e-05    1.58253e-03    -2.41884e-02    -3.18151e-03    0.00000e+00    0    6.64600e+00
60         8.46197e-05    1.28194e-03    3.22756e-01    -2.86212e-01    0.00000e+00    0    8.39400e+00
70         1.02061e-04    1.94567e-03    3.29574e-01    -5.79468e-01    0.00000e+00    0    1.01240e+01
80         1.43582e-04    3.10001e-03    1.97119e+00    9.75371e-02    0.00000e+00    0    1.19320e+01
90         1.62286e-04    2.81743e-03    8.34486e+00    1.60889e-01    0.00000e+00    0    1.37230e+01
100        1.65042e-04    2.93258e-03    8.34486e+00    1.60889e-01    0.00000e+00    0    1.54650e+01
110        2.41938e-04    6.15789e-03    7.58033e+00    2.08742e-01    0.00000e+00    0    1.73200e+01
120        2.65070e-04    5.08294e-03    -1.51239e+00    9.69190e-01    0.00000e+00    0    1.91980e+01
130        2.85981e-04    4.84080e-03    3.89149e+01    1.45423e+00    0.00000e+00    0    2.10590e+01
140        3.07515e-04    5.02774e-03    -4.43995e-01    3.49120e+00    0.00000e+00    0    2.29880e+01
150        3.13033e-04    5.20145e-03    -5.98721e-01    -8.62663e+00    0.00000e+00    0    2.49100e+01
160        3.05704e-04    4.25491e-03    -9.51900e+00    -3.20586e-01    0.00000e+00    0    2.67310e+01
170        2.84078e-04    3.13002e-03    1.97119e+00    9.75371e-02    0.00000e+00    0    2.85840e+01
180        2.88166e-04    4.28502e-03    2.31018e+00    -9.51274e-02    0.00000e+00    0    3.04700e+01
190        2.83922e-04    4.47320e-03    8.62462e+01    5.77787e+00    0.00000e+00    0    3.22990e+01
200        2.90257e-04    4.95537e-03    5.02125e-01    -5.06854e-02    0.00000e+00    0    3.41760e+01
210        3.32326e-04    5.50484e-03    7.13248e-01    4.73932e-02    0.00000e+00    0    3.60810e+01
220        3.85268e-04    5.67917e-03    7.03166e-01    5.10976e-02    0.00000e+00    0    3.80020e+01
230        4.63389e-04    9.48399e-03    6.81795e-01    5.26900e-02    0.00000e+00    0    3.99840e+01
240        5.71613e-04    1.12320e-02    6.70931e-01    5.46352e-02    0.00000e+00    0    4.18910e+01
250        7.35296e-04    1.71035e-02    6.48417e-01    5.61112e-02    0.00000e+00    0    4.38110e+01
260        9.65614e-04    2.37748e-02    6.37021e-01    5.79163e-02    0.00000e+00    0    4.56610e+01
270        1.20018e-03    2.97533e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    4.76740e+01
280        1.48936e-03    4.39839e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    4.96480e+01
290        1.76138e-03    6.80933e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    5.16180e+01
300        1.96564e-03    8.62633e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    5.34980e+01
310        2.04477e-03    8.83109e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    5.54140e+01
320        1.98487e-03    8.12789e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    5.72920e+01
330        1.87243e-03    7.57136e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    5.91240e+01
340        1.73243e-03    7.44480e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    6.09940e+01
350        1.66691e-03    7.86537e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    6.25280e+01
360        1.56287e-03    7.80337e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    6.37730e+01
370        1.45501e-03    6.80354e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    6.51470e+01
380        1.42520e-03    5.67918e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    6.63860e+01
390        1.45605e-03    5.28754e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    6.75810e+01
400        1.40458e-03    5.34131e-02    6.48826e-01    6.04700e-02    0.00000e+00    0    6.87810e+01
410        1.30157e-03    5.91178e-02    6.14060e-01    6.53432e-02    0.00000e+00    0    7.00050e+01
420        1.06564e-03    5.42241e-02    6.02125e-01    6.62579e-02    0.00000e+00    0    7.12470e+01
430        1.02015e-03    4.36686e-02    6.13796e-01    6.20172e-02    0.00000e+00    0    7.27180e+01
440        9.02157e-04    2.66885e-02    5.89756e-01    6.26076e-02    0.00000e+00    0    7.41170e+01
450        7.07986e-04    2.13017e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    7.54870e+01
460        5.98748e-04    2.30363e-02    8.38635e-01    5.19751e-02    0.00000e+00    0    7.69030e+01
470        4.70490e-04    1.33330e-02    8.36949e-01    4.10331e-02    0.00000e+00    0    7.85490e+01
480        4.48858e-04    1.12218e-02    8.37944e-01    4.74907e-02    0.00000e+00    0    7.98570e+01
490        5.46800e-04    2.39569e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    8.10560e+01
500        7.06391e-04    3.70224e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    8.22400e+01
510        8.49349e-04    4.64813e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    8.34250e+01
520        8.47143e-04    4.73749e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    8.46220e+01
530        6.61568e-04    3.48178e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    8.57730e+01
540        5.43076e-04    2.40221e-02    6.25857e-01    6.43785e-02    0.00000e+00    0    8.69160e+01
550        6.92370e-04    2.78917e-02    6.13913e-01    6.34954e-02    0.00000e+00    0    8.80810e+01
560        7.44137e-04    2.22073e-02    6.82720e-01    6.12073e-02    0.00000e+00    0    8.92390e+01
570        6.39729e-04    1.69089e-02    8.38635e-01    5.19751e-02    0.00000e+00    0    9.04330e+01
580        4.66578e-04    1.68956e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    9.15800e+01
590        3.91099e-04    2.42764e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    9.27320e+01
600        3.36686e-04    1.74943e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    9.38870e+01
610        3.71954e-04    1.55694e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    9.50480e+01
620        3.77345e-04    9.01941e-03    8.37391e-01    4.39031e-02    0.00000e+00    0    9.61970e+01
630        3.65378e-04    1.28694e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    9.73330e+01
640        3.21565e-04    1.01342e-02    6.37210e-01    6.00439e-02    0.00000e+00    0    9.84800e+01
650        2.23006e-04    7.70285e-03    6.25577e-01    6.10533e-02    0.00000e+00    0    9.96490e+01
660        2.67483e-04    8.78803e-03    2.31018e+00    -9.51274e-02    0.00000e+00    0    1.00777e+02
670        3.63739e-04    1.25406e-02    6.01791e-01    6.17480e-02    0.00000e+00    0    1.01931e+02
680        3.58663e-04    1.20652e-02    6.37507e-01    6.33681e-02    0.00000e+00    0    1.03070e+02
690        3.17970e-04    9.37383e-03    6.71504e-01    6.00754e-02    0.00000e+00    0    1.04261e+02
700        2.99572e-04    1.08336e-02    8.37944e-01    4.74907e-02    0.00000e+00    0    1.05408e+02
710        3.16965e-04    1.23934e-02    8.37944e-01    4.74907e-02    0.00000e+00    0    1.06565e+02
720        2.79588e-04    1.04160e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    1.07689e+02
730        2.30694e-04    6.83270e-03    8.37944e-01    4.74907e-02    0.00000e+00    0    1.08862e+02
740        2.12609e-04    6.47703e-03    1.06221e+00    2.85803e-02    0.00000e+00    0    1.10008e+02
750        2.10368e-04    1.18466e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    1.11167e+02
760        1.84578e-04    9.66405e-03    1.97119e+00    9.75371e-02    0.00000e+00    0    1.12336e+02
770        1.38030e-04    4.41014e-03    8.37944e-01    4.74907e-02    0.00000e+00    0    1.13483e+02
780        1.23201e-04    4.02621e-03    1.06221e+00    2.85803e-02    0.00000e+00    0    1.14636e+02
790        1.22042e-04    4.82995e-03    1.97119e+00    9.75371e-02    0.00000e+00    0    1.15815e+02
800        1.15660e-04    4.49115e-03    2.31018e+00    -9.51274e-02    0.00000e+00    0    1.16971e+02
810        1.14799e-04    3.69647e-03    2.31018e+00    -9.51274e-02    0.00000e+00    0    1.18136e+02
820        1.24993e-04    3.71247e-03    8.37944e-01    4.74907e-02    0.00000e+00    0    1.19290e+02
830        1.34472e-04    5.13205e-03    1.97119e+00    9.75371e-02    0.00000e+00    0    1.20470e+02
840        1.33071e-04    6.86530e-03    1.97119e+00    9.75371e-02    0.00000e+00    0    1.21657e+02
850        1.28782e-04    7.50021e-03    1.97119e+00    9.75371e-02    0.00000e+00    0    1.22786e+02
860        1.15085e-04    5.89739e-03    2.31018e+00    -9.51274e-02    0.00000e+00    0    1.23959e+02
870        9.06715e-05    3.10546e-03    2.31018e+00    -9.51274e-02    0.00000e+00    0    1.25224e+02
880        7.40127e-05    2.15326e-03    1.05022e+00    1.34452e-02    0.00000e+00    0    1.26385e+02
